timestamp,driver_name,current_rpm,max_rpm,idle_rpm,redline_rpm,downshift_rpm,upshift_rpm,current_gear,max_gears,speed,handbrake,brake,throttle,current_lap_time,track_position_percent,track_length,track_name,car_model
2026-04-23T12:13:00.948,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0028000918682664633,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:00.969,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002090844325721264,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.004,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0027291884180158377,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.014,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002888157032430172,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.044,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0022156713530421257,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.056,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002787465462461114,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.108,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0029387774411588907,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.112,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002323044231161475,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.131,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0028893144335597754,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.154,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0028652632609009743,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.171,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0022029669489711523,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.218,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0027830926701426506,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.224,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0028525972738862038,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.240,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0022060421761125326,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.266,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0027832675259560347,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.286,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002873028628528118,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.318,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0021683694794774055,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.332,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002745399484410882,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.355,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002845522714778781,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.385,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0021487672347575426,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.411,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.00272763567045331,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.427,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0028098616749048233,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.441,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.0021419653203338385,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.464,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002896219026297331,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.493,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.00280950334854424,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T12:13:01.520,03_with,9.42477798461914,80.0,20.0,60.0,40.0,55.0,1,5,0.002138919197022915,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
