timestamp,driver_name,current_rpm,max_rpm,idle_rpm,redline_rpm,downshift_rpm,upshift_rpm,current_gear,max_gears,speed,handbrake,brake,throttle,current_lap_time,track_position_percent,track_length,track_name,car_model
2026-04-23T11:46:19.549,01_with,12.111020660400392,80.0,20.0,60.0,40.0,55.0,1,5,0.002626121509820223,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.550,01_with,15.20471649169922,80.0,20.0,60.0,40.0,55.0,1,5,0.002862971043214202,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.550,01_with,16.876322937011718,80.0,20.0,60.0,40.0,55.0,1,5,0.0021411902271211147,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.550,01_with,20.42400360107422,80.0,20.0,60.0,40.0,55.0,1,5,0.00289116520434618,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.550,01_with,22.28540496826172,80.0,20.0,60.0,40.0,55.0,1,5,0.002845342271029949,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.568,01_with,24.19709930419922,80.0,20.0,60.0,40.0,55.0,1,5,0.0022329266648739576,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.608,01_with,28.15497741699219,80.0,20.0,60.0,40.0,55.0,1,5,0.0028562608640640974,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.618,01_with,30.19516296386719,80.0,20.0,60.0,40.0,55.0,1,5,0.0027936436235904694,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.636,01_with,34.387106323242186,80.0,20.0,60.0,40.0,55.0,1,5,0.0027501096483319998,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.656,01_with,36.53451843261719,80.0,20.0,60.0,40.0,55.0,1,5,0.002895234851166606,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.677,01_with,38.71313171386719,80.0,20.0,60.0,40.0,55.0,1,5,0.0028460349421948195,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.708,01_with,43.15473327636719,80.0,20.0,60.0,40.0,55.0,1,5,0.0027100795414298773,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
2026-04-23T11:46:19.721,01_with,45.41318054199219,80.0,20.0,60.0,40.0,55.0,1,5,0.0028712640050798655,0.0,0.0,1.0,0.0,0.0,0.0,Unknown Dirt Track,DiRT Rally 2.0
